11-Jan,"In 1898, a violent tornado tore through Ft. Smith and Van Buren, AR killing 52 people in Ft. Smith and 3 others in Van Buren. The tornado touched down near the National Cemetery at about 11PM and did substantial damage there, then moved through downtown Ft. Smith, damaging much of the city's retail district and severely damaging the high school. A street sign from Ft. Smith was found 22 miles away. Sixteen of the deaths in Ft. Smith were in one residential block. The 55 total fatalities ties this for the deadliest tornado in Arkansas history."
12-Jan,"In 2005, an intense line of severe thunderstorms moved across northwest Arkansas. Hardest hit were Centerton and Bentonville at around 6 pm that evening. More than two dozen homes sustained damage, and one person was injured by flying debris."
13-Jan,"In 2007, a devastating ice storm occurred in eastern Oklahoma. Up to 3 inches of ice accumulated on trees and power lines in an area roughly 30 miles either side of a line from McAlester to Muskogee to Grove from January 12th-14th. 100,000 customers were without power to do the ice accumulation."
14-Jan,"In 2005, floods occurred on the Neosho River near Commerce. The river rose above flood stage of 15 feet on the afternoon of January 13th. The river crested at 15.71 feet that night, and on the 14th it fell below flood stage."
15-Jan,"In 1964, heavy snow fell across southeast Oklahoma. Boswell, OK in Choctaw County received 9 inches of snow. ^In 1986, January was a very dry month. Tulsa, Bartlesville, and several other counties reported no precipitation for the month."
16-Jan,"In 1987, a winter storm affected northeast Oklahoma. Heavy snow of 6 to 10 inches fell generally north of I-44. ^In 2006, there were several reports of wildfires in northeast Oklahoma. One large fire in Tulsa County burned 250 acres in the Sperry area. Another fire in Creek County threatened the Never Sweat Ranch near Kellyville, and a fire in Wagoner County occurred near Elevator Road at the Verdigris River."
17-Jan,"In 1996, severe thunderstorms moved across eastern Oklahoma, producing strong winds. Many structures were damaged and destroyed due to the wind near Schulter, OK. Chelsea, OK received strong enough winds to overturn a large travel trailer. Damage from thunderstorm winds was reported from Chelsea, Bearden, Wainwright, Council Hill, Gideon, McAlester, and Muldrow. Damage included destroyed or damaged homes, barns, businesses, automobiles, and trees. These thunderstorms moved into northwest Arkansas as well, producing 60 mph winds in Siloam Springs and Bentonville."
18-Jan,"In 1930, Watts, OK reported an overnight low temperature of -27 degrees, which tied the all-time lowest temperature in Oklahoma at that time (the record was broken at Nowata on 2/10/2011). 1930 was the coldest January in the 20th century in Oklahoma. ^In 1995, heavy snow fell in northeast Oklahoma and northwest Arkansas. 4 to 8 inches of snow were common in several counties. Bluejacket, OK in Craig County received 14 inches."
19-Jan,"In 1984, northeast Oklahoma experienced a cold snap from January 19th-22nd. Claremore dropped all the way to -20 degrees, while Vinita hit -17 degrees and Miami bottomed out at -15 degrees."
20-Jan,"In 1985, record cold temperatures occurred in northeast Oklahoma and northwest Arkansas. Fayetteville, AR dropped to -12 degrees, while Pawhuska, OK and Claremore, OK reached -6 degrees. Fort Smith, AR reported wind chills near -25 degrees."
21-Jan,"In 1933, a tornado touched down in Adair, OK in Mayes County. 5 people were injured by the twister. ^In 1999, three rounds of severe thunderstorms moved across west-central Arkansas and southeast Oklahoma. The worst storm in Oklahoma was the first round that began in Pushmataha County and moved northeast. The storm produced golf ball size hail, causing damage to several structures and vehicles. The second storm in Arkansas produced golf ball and baseball size hail along with a brief tornado. ^In 2018, severe thunderstorms developed over southeast OK and western AR in the afternoon and early evening. Two EF-1  tornadoes were confirmed in west central AR near Huntington and near Cecil."
22-Jan,"In 1957, a powerful F4 tornado touched down in Gans, OK. The tornado killed 10 people and injured at least 20. A railroad engineer reportedly blew his train whistle to try to wake up the town and alert them of the twister. Two F2 tornadoes were reported in Okfuskee and Haskell Counties. The twister in Haskell County caused significant damage in Hoyt, OK. ^In 1995, heavy snow fell across parts of eastern Oklahoma and western Arkansas. 4 to 7 inches of snow were common south of a line from Oilton to Chouteau and west of a line from Chouteau to Spiro. As much as 10 inches fell in Latimer Co, OK. 4 to 6 inches of snow were common in the southern half of Sebastian County, AR."
23-Jan,"In 2002, severe thunderstorms produced 70 mph winds along Kerr Lake to the southwest of Sallisaw. Various objects were damaged, including a small garage blown off its foundation, a travel trailer blown over, a chicken house, and a porch which was blown off a house."
24-Jan,"In 1940, the coolest high temperature for this day occurred in Tulsa at 15 degrees. The coolest low temperature for this day was -4 degrees in 1908."
25-Jan,"In 1967, a pair of F2 tornadoes moved through Rogers, Mayes, Craig, and Ottawa Counties. 8 people were injured and the post office in Foyil, OK in Rogers County was destroyed. In addition, several homes and businesses were damaged in Afton, OK in Ottawa County, including a truck stop and 2 motels."
26-Jan,"In 1994, severe thunderstorms developed in northeast Oklahoma, producing large hail. 1 foot of baseball size hail covered the ground southwest of Vinita, and nickel size hail was 6 inches deep a few miles west of Vinita. ^In 2009, an ice storm occurred in northwest Arkansas and parts of eastern Oklahoma, producing 1-2 inches of ice. 187,000 customers lost power in Arkansas and 28,000 homes and businesses lost power in Oklahoma."
27-Jan,"In 2000, heavy snow fell across eastern Oklahoma. An upper level system with gulf moisture moving northeast into the Plains out of the desert southwest, along with cold air that settled in OK earlier in the week, allowing several inches of snow to accumulate. 7 to 9 inches were common south of I-44, with 17 inches of snow in Eufaula, OK and Okmulgee, OK and 10 inches in McAlester."
28-Jan,"In 2010, a winter storm in eastern Oklahoma and northwest Arkansas produced several inches of snow. Northeast Oklahoma and northwest Arkansas received about 5 to 8 inches of snow. Southeast Oklahoma, from north of McAlester to Heavener received 2 to 4 inches of snow. The storm also produced ice, which accumulated between a quarter and three-quarters of an inch in parts of northeast OK and northwest AR ."
29-Jan,"In 2008, the Ft. Chaffee Fire occurred. The large fire was driven by wind gusts of 45-55 mph. It destroyed 150 World War II era buildings that were once part of the base, and injured one firefighter. State Highway 22 was closed for several hours. ^In 2013,  severe thunderstorms occurred during the late afternoon and evening across far eastern OK and northwest AR. The storms produced 3 short lived tornadoes, including an EF-2 twister that developed in extreme northeastern Sequoyah Co., OK and moved north of Natural Dam, AR (Crawford Co.) through mainly rural areas. Trees and power poles were snapped and one house had minor damage within the 9 mile long path. Other tornadoes touched down near Elkins, AR (Washington Co.), where 40 to 50 homes suffered minor damage, and near Rockhouse, AR (Madison Co.)."
30-Jan,"In 2002, an ice storm occurred in eastern Oklahoma from January 29th-30th. On the 29th, the storm started out as rain due to a slow moving upper level system moving east from the Rockies and a shallow cold air mass moving south into Oklahoma. Overnight, temperatures remained above freezing over most of the area, but temperatures fell below freezing in Nowata, Washington, Osage, and Pawnee Counties. As 2-3 inches of rain fell, power lines and trees received a thick layer of ice accumulation, but roads were not icy because of warm soil temperatures. Some 18,000 homes and businesses lost power."
31-Jan,"In 2006, Tulsa and Fayetteville both recorded their warmest January on record. ^In 2008, heavy snow fell across eastern Oklahoma and northwest Arkansas due to an upper level system that organized over the Southern Rockies and moved across the Southern Plains. Snow fell throughout the day, sometimes at a rate of a few inches per hour, resulting in heavy snowfall north of I-40. The heaviest snow fell along the Kansas border, where about 1 foot accumulated. Another heavy band of snow fell across Benton, Madison, and Carroll Counties."
1-Feb,"In 1979, frigid temperatures occurred in the area. Pawhuska reached -14 degrees, Miami, Bartlesville, and Claremore reached -11 degrees, Tulsa was -7 degrees, and Fayetteville was -6 degrees. ^In 2011, a crippling blizzard occurred in northeast Oklahoma. Total snowfall amounts of 10-15 inches were common, and some areas along and north of Highway 412 and I-44 received 18-21 inches. Snow drifts of 3-5 feet were common. A single storm record of 14 inches fell in Tulsa."
2-Feb,"In 2005, heavy snow moved across northwest Arkansas and eastern Oklahoma due to an upper level system that began moving northeast out of the southern Rockies on February 1st. The precipitation began as rain in southeast OK and turned to snow by the morning of February 2nd. That morning, snow fell across a large area of northeast OK and northwest AR with temperatures near or below freezing. Far northwest AR received heavy snow of up to 5.5 inches. ^In 2014, a swath of heavy snow fell from east central Oklahoma through northwest Arkansas, along with some minor ice accumulation in southeast Oklahoma. The highest snow totals included 7 inches near Checotah, OK (McIntosh Co) and 6 inches at Warner (Muskogee Co) and near Lincoln (Washington Co, AR)."
3-Feb,"In 2011, bitter cold temperatures were felt over much of northeast Oklahoma and northwest Arkansas. Lows of -5 to -15 were common, with -18 degrees recorded in Miami, OK."
4-Feb,"In 1996, record cold temperatures were recorded in northeast OK and northwest AR. Snow was already on the ground, and with arctic air coming into the area, temperatures fell to well below zero. Low temperatures included -19 degrees in Vinita, -16 degrees in Claremore and Bentonville, -15 degrees in Bartlesville, Pawhuska, and Ralston, -14 degrees in Gravette, Mannford, and Pryor, -12 degrees in Miami and Bristow, -11 degrees in Tulsa, and -9 degrees in Fayetteville."
5-Feb,"In 1942, a strong tornado moved across the southern area of Green Forest, Arkansas in Carroll County. The railroad depot, warehouses, railroad storehouses, several homes, and a store were destroyed. The twister caused 10 injuries as well."
6-Feb,"In 1942, a tornado moved south of Hodgen, Oklahoma in LeFlore County. 1 person was killed and 5 were injured. 3 homes were also destroyed. ^In 1999, thunderstorms developed and moved across southeast Oklahoma to northeast Arkansas, producing strong winds and some hail. Estimated 60 mph winds occurred in both states. Some flash flooding occurred as well, with some areas having a few feet of water across the roads."
7-Feb,"In 1927, the Arkansas River was already at a high stream flow and when heavy rain occurred, the river flooded. This was the most significant flooding since 1833. The flood extended through the 19th, and destroyed 165,000 acres causing $4 million (in 1927 dollars) in damages."
8-Feb,"In 1980, heavy snow fell in the area from February 8th-9th. Some of the heavier totals were 12 inches in Pawhuska,  9 inches in Nowata, 8.5 inches in Bartlesville, 8 inches in Eureka Springs and  7 inches in Fayetteville, . ^In 2011, a narrow band of very heavy snow fell across northeast Oklahoma and northwest Arkansas. As much as 18-25 inches fell from northern Osage County, OK to Madison County, AR. The NWS Cooperative Observer in Spavinaw, OK measured 27 inches of snow from the event, establishing a new Oklahoma state record for 24-hour snowfall. Combined with the blizzard from the 1st, some locations saw nearly four feet of snow in a little over a week."
9-Feb,"In 2003, heavy snow fell across northwest Arkansas and northeast Oklahoma. The heaviest snow occurred in Benton County, AR, with Pea Ridge receiving 8 inches and Siloam Springs receiving 7 inches. The snow caused hazardous road conditions, and one fatality occurred from this. In Oklahoma, the heaviest amounts included 10 inches in Peggs, Wagoner, and Kansas, and 6 inches in the Tulsa area."
10-Feb,"In 2009, severe thunderstorms moved across eastern Oklahoma. An F0 tornado hit 3 miles SSW of Pawnee, destroying a barn and damaging several homes. Thunderstorm winds of about 80 mph struck near Pawnee, overturning a mobile home and damaging another. Okesa in Osage County received softball size hail, damaging cars and roofs. ^In 2011, the Oklahoma state record for lowest temperature was recorded at -31 degrees in Nowata, Oklahoma."
11-Feb,"In 1972, heavy snow fell generally north of I-44, with most of the area receiving 4-6 inches of snow. ^In 2008, thunderstorms developed ahead of an approaching upper level storm system and north of a warm front. Surface temperatures were already below freezing across northeast OK, so the precipitation from the storms resulted in freezing rain and ice. Many counties received one quarter to half an inch of ice."
12-Feb,"In 1899, the temperature fell to -15 in Fort Smith, and -24 in Fayetteville, the lowest temperatures ever recorded at both locations. ^In 1962, record high temperatures occurred in Tulsa on the 12th and 13th, with 86 degrees and 84 degrees respectively. Forth Smith saw record highs of 86 and 85 on those two days, respectively."
13-Feb,"In 1905, a record-breaking cold snap resulted in several record low temperatures during mid-month. Gravette, Arkansas dropped to -29 degrees, which remains the all-time record coldest temperature for the state of Arkansas. Vinita, Oklahoma reached -27 degrees, which was the all-time state record until 2011."
14-Feb,"In 1995, freezing rain occurred in Sequoyah County, OK, resulting in hazardous road conditions. Some roads were temporarily closed due to ice accumulations, and over 75 traffic accidents were reported. ^In 2004, a strong upper level low moved across north Texas, causing snow to fall in southeast Oklahoma. Snowfall amounts were scattered with most areas receiving 2 to 3 inches, but local amounts up to 6 inches fell in Pushmataha Co."
15-Feb,"In 1993, heavy snow fell across northeast and east-central Oklahoma and northwest Arkansas due to a strong upper level storm. Areas along and north of I-40 received 6 to 10 inches of snow, with 12 inches in Fayetteville. ^In 2003, severe thunderstorms produced large hail across parts of northeast Oklahoma. 2 miles east of Jenks in Tulsa County, Verdigris in Rogers County, and 3 miles south of Glenpool in Tulsa County received penny size hail. Nickel size hail fell in Pryor, Mayes County."
16-Feb,"In 1967, heavy snow fell across northeast Oklahoma. 5 to 7 inches fell in Cherokee, Adair, and southern Delaware Counties. During the storm, visibility was less than 50 feet. ^In 2008, heavy rainfall led to some flooding across parts of eastern Oklahoma. Several roads in Pushmataha County were closed from the flooding, and several low water crossings around Jay were flooded. A man drowned when he tried to drive through one of these low water crossings. ^In 2015, a strong upper-level system brought a mix of freezing rain and sleet, which transitioned to all snow.  Parts of northeast OK and northwest AR saw 3 to 6 inches of snow, while other areas of northeast OK and northwest AR received 1 to 2 inches of sleet. Reports of freezing rain indicated only a glaze to around a tenth of an inch of ice accumulation occurred.  "
17-Feb,"In 1961, a likely family of tornadoes traveled from south central Oklahoma northeast to Okmulgee County. 1 injury was reported on a farm near Pharaoh, OK in Okfuskee County. The damage path was 80 miles. ^In 2011, just one week after record breaking cold, temperatures warmed into the upper 70s and lower 80s across northeast Oklahoma, making a 90 to 110 degree temperature change in a week. Within one week, Nowata, OK had a 110 degree temperature change."
18-Feb,"In 1989, a flash flood in Carroll County caused 1 fatality, and 2 to 4 feet of water covered the road. ^In 2006, a winter storm moved through the region from the 18th-20th. 4 to 5 inches of snow fell across northwest Arkansas by daybreak on the 18th. Madison County, AR was impacted by a mixture of freezing rain and snow. Other northwest Arkansas counties received at least an inch of sleet. The second round of precipitation moved through on the 19th, bringing at least an inch of sleet to eastern OK."
19-Feb,"In 1921, a major winter storm dumped 8 to 18 inches of snow over most of eastern Oklahoma and western Arkansas. Fort Smith, AR set an all-time storm total snowfall record with 18.3 inches. A number of buildings suffered roof damage from the weight of the snow in Ft. Smith and Van Buren. ^In 1994, severe thunderstorms developed in northeast Oklahoma, producing damaging winds of 70-75 mph. Winds near Kellyville overturned a mobile home and destroyed an airplane hangar and a barn. Damaging winds were also reported in Vinita and Bristow."
20-Feb,"In 1976, a tornado hit northeast of Sallisaw, OK in Sequoyah County, damaging a few farm houses. ^In 1997, a cluster of severe thunderstorms moved from extreme eastern Oklahoma to northwest Arkansas, producing very strong winds and a few tornadoes. 70 mph winds and a brief tornado were reported in LeFlore County, OK. 90 mph winds were estimated in Pocola where a weak tornado hit. 70 mph winds were also reported in Sebastian County, AR, and in Fort Smith an 18-wheeler was blown over. Wind damage was widespread over the area."
21-Feb,"In 1925, a tornado touched down in the west side of Henryetta, OK in Okmulgee County. About a dozen homes were damaged and there were 2 injuries. ^In 1971, one of the worst winter storms in OK history for the northwest portion of the state occurred, with 36 inches of snow in Buffalo, OK. As for northeast OK, 5 inches fell in Bartlesville and Foraker, 6 inches in Pawhuska, 7 inches in Ralston, Burbank, and Pawnee, and 2-3 inches fell in Tulsa."
22-Feb,"In 1985, an F1 tornado touched down near Oolagah, OK, damaging a house. Floods were also a problem with this storm, and 1 fatality occurred in Sapulpa. Miami and Skiatook also received flooding. The Neosho River near Commerce was 13 feet above flood stage by the 25th, and up to 7 feet of water flooded some homes in Miami. ^In 1988, gusts of 52 mph were measured in Fort Smith and 44 mph in Fayetteville. Scattered power outages and several wildfires occurred from the strong wind. ^In 1996, high temperature records occurred in Tulsa at 90 degrees, McAlester at 92 degrees, Bartlesville at 91 degrees, and Fayetteville at 87 degrees. All of these broke or tied all-time record highs for February."
23-Feb,"In 1985, thunderstorms moved through northwest Arkansas and produced heavy rainfall. 6.55 inches of rain fell in Combs (Madison County), and street flooding occurred in Fort Smith and Van Buren. The previous day brought severe flooding to northeast Oklahoma. ^In 2003, heavy snowfall of 10 to 18 inches fell in northeast Oklahoma near the Kansas border. 4 to 8 inches were common in the Tulsa area eastward and into northwest Arkansas. The winter storm also brought gusty winds which caused snow blowing and drifting, leading to many school closings and travel problems."
24-Feb,"In 1935, tornadoes struck from northeast Oklahoma into Kansas and Missouri. A dozen homes were destroyed, 1 person was killed, and 19 people were hospitalized due to a twister that hit the mining community of Douthat, just south of Pitcher, OK.  Another town hit was the community of Hockerville, just south of the Kansas border. About 40 people were injured in the two twisters. ^In 2003, heavy snow across southeast Oklahoma brought 10 inches to Pushmataha County and 8 inches at Octavia in LeFlore County. Other areas received 2 to 4 inches of snow."
25-Feb,"In 1993, an ice storm knocked out electricity to over 50,000 homes in the Arkansas River valley. ^In 2000, an F1 tornado touched down briefly one mile southeast of Tulsa International Airport, near the corner of Pine and Garnett. Damages included some equipment at a farm implement dealership and a parked car that was thrown on top of another parked car. The tornado also blew down eight power poles."
26-Feb,"In 2003, freezing drizzle fell across eastern Oklahoma throughout the morning. Many areas closed school due to icy roads, and the hardest hit areas were Okfuskee and Okmulgee Counties near the intersection of I-40 and Highway 75. About 20 accidents were reported on I-40 in Okfuskee County, and near Henryetta in Okmulgee County a few tractor trailer rigs jackknifed climbing a hill on I-40. Due to the accidents, the highway closed for a few hours. Light freezing drizzle fell in northwest Arkansas as well. Several accidents occurred along Highway 71 near the Washington-Crawford border. ^In 2018, several rounds of heavy rain from the 20th-26th resulted in widespread totals of 5-8 inches south of I-44, with some amounts near 10 inches in SE OK. One fatality occurred in Adair Co, OK on the 21st, and moderate flooding occurred along the Illinois and Poeau Rivers."
27-Feb,"In 1918, a mother and child were killed in a tornado near Fairfax, OK in Osage County as they ran to a storm cellar. ^In 1984, heavy snow fell across northwest Arkansas. The heaviest snow was measured north of Fort Smith, Heber Springs, and Batesville, including totals of 15 inches in Marble and 12 inches in Fayetteville. Heavy wet snow damaged trees, power lines/poles, and poultry houses. Lightning also caused a fire in Gravette and damaged a home. ^In 2015, moderate to heavy bands of snow affected all of eastern OK and northwest AR on the 27th and 28th.  While most locations received 2 to 4 inches, a narrow mesoscale very heavy snow band dumped 5 to 8 inches to the north and northwest of Tulsa, including much of Osage and Pawnee Counties. 7 to 8 inches of snow was reported in Barnsdall, Skiatook, and Hominy (Osage County)."
28-Feb,"In 1955, a tornado hit near Lake McAlester in Pittsburg County, OK, unroofing a house and destroying a bath house, cabin, and several trailers. The twister damaged several other buildings along the lake as well. ^In 2006, eastern Oklahoma and west-central Arkansas were in severe to exceptional drought conditions. 3 month (Dec-Feb) precipitation totals were between 25 and 50 percent of normal across northeast and east central Oklahoma, making it the driest winter since 1921."
29-Feb,"In 1960, February was a cold and snowy month over much of the area. A series of storms mainly during the second half of the month brought monthly snowfall totals of 13.5 inches in Fayetteville, 11.5 inches in Ft. Smith and 11 inches in Webbers Falls. ^In 2017, Fort Smith and Fayetteville had their warmest February on record, while Tulsa had its 2nd warmest. For the winter of 2016-17, Tulsa and Fayetteville recorded their 2nd warmest winter, while Fort Smith saw its 3rd warmest."
1-Mar,"In 1988, severe thunderstorms moved through northeast Oklahoma, causing wind damage near Claremore. There were also several reports of up to golf ball size hail. ^In 1997, isolated severe thunderstorms developed in southeast Oklahoma, producing nickel and dime size hail in the vicinity of Heavener. Storms later developed in northwest Arkansas, producing dime size hail near Huntsville, Greenwood, and Jenny Lind."
2-Mar,"In 1971, a winter storm brought several inches of snow and near zero visibility to eastern Oklahoma from March 2nd-3rd. Towards the south, sleet and freezing rain fell. Checotah received 5 inches of snow, McAlester 4 inches, Hanna 6 inches, Stilwell 5.3 inches, and Fayetteville 3 inches. ^In 2002, heavy snow fell across eastern Oklahoma and northwest Arkansas as an arctic cold front moved across the region. Up to 9 inches of snow fell in Vinita, OK."
3-Mar,"In 1985, severe thunderstorms moved across eastern Oklahoma. A school and bank were damaged in Bartlesville, and the police department flooded, resulting in $100,000 in damages. High winds in Shamrock damaged a mobile home, destroyed a barn, and injured one person. Other wind damage was found in Bristow, Sand Springs, Sperry, Stilwell, and Eufaula. ^In 2008, a winter storm occurred in eastern OK during the evening of the 3rd. The snowfall accumulated up to 4-8 inches. During the morning of the 3rd, heavy rain fell across northwest Arkansas, causing flash flooding. The rain changed to snow in that evening and up to 4-6 inches fell."
4-Mar,"In 1989, a winter storm moved across eastern Oklahoma and northwest Arkansas. In Oklahoma, freezing rain and sleet turned to snow the afternoon of the 4th with near blizzard conditions in southeast OK on the 5th. 10-15 inches of snow fell along and north of I-40 with drifts up to 3-6 feet in some areas. Wind chills were 20-30 degrees below.  Some 2.4 million chickens were killed, resulting in $20 million in damages to farms. In northwest Arkansas, 2-3 inches of freezing rain and drizzle fell on the 4th, followed by up to 12 inches of snow in Benton County. 1 million chickens were killed as weight of snow collapsed the chicken houses. ^In 2004, heavy thunderstorm rains caused extensive flash flooding in areas of northeast Oklahoma. Bartlesville received 4.54 inches of rain. ^In 2015, A strong cold front moved through the region, bringing winter weather to all of eastern OK and northwest AR.  Rain transitioned briefly to freezing rain and sleet before finally becoming snow.  Sleet and snowfall totals ranged from a trace to 5 inches, with the majority of the area getting 1 to 2 inches.  Highest totals occurred across Cherokee, Adair, Delaware, Crawford, Franklin, Madison, and Carroll County, with 5 inches of sleet and snow reported 4 miles north of Pettigrew, AR (Madison Co.). "
5-Mar,"In 1999, severe thunderstorms developed in northwest Arkansas due to an approaching cold front and an upper level disturbance. The largest storm developed in Sequoyah County, OK and strengthened as it moved into Arkansas. The storm produced up to softball size hail in Alma, AR, along with a brief tornado."
6-Mar,"In 1967, heavy snow fell across eastern Oklahoma. Much of the area received 3 to 6 inches of snow, but some areas had more. Near Checotah, Sallisaw, Webbers Falls, and Tahlequah, 5 to 6 inches fell. The snow remained on the ground for 2 to 3 days."
7-Mar,"In 2008, heavy snow fell in northwest Arkansas due to a strong upper level storm system that traveled across from western and northern Texas. A band of heavy snow fell east of Berryville to Fort Smith to Antlers. 10 to 20 inches fell across southern LeFlore County, OK and southern Sebastian County, AR."
8-Mar,"In 1994, heavy snow fell in northeast and east-central Oklahoma. Snowfall amounts ranged from 4 inches all the way up to 18 inches, as thunderstorms accompanied the snow. The heaviest snow amounts were located in southern Osage, Pawnee, northern Creek, Tulsa, Wagoner, and eastern Delaware Counties. Pawnee received 15 inches, but unofficial amounts of 18 inches were measured in Delaware County. The 12.9 inches of snow that fell at Tulsa International Airport was, at the time, an all-time record for daily snowfall. ^In 1999, multiple tornadoes touched down in northeast OK. Thunderstorms produced a twister in Broken Arrow (Tulsa County) and 6 tornadoes in Mcintosh County. 2 of the 6 tornadoes in Mcintosh County were F2's."
9-Mar,"In 1964, a winter storm produced heavy snowfall and sleet over eastern Oklahoma. 5 to 9 inches of snow fell in Delaware, Adair, Cherokee, Wagoner, Muskogee, and Sequoyah Counties. The heaviest total was 12 inches in Tahlequah."
10-Mar,"In 1974, severe thunderstorms moved through northwest Arkansas, producing large hail. Up to softball size hail fell in Uniontown and Cedarville in Crawford County. Damages included broken windows and damaged roofs."
11-Mar,"In 1968, a late winter storm dumped from 4 to 10 inches of snow over much of northeast Oklahoma and northwest Arkansas. As much as 15 inches fell in Berryville, AR, with 14 inches in Miami, OK, 12.5 inches in Fayetteville, 10 inches in the Tulsa area and 4 inches in Ft. Smith. ^In 2011, wildfires broke out due to southerly winds of 20-30 mph, relative humidity below 20%, temperatures in the lower to middle 70s, and dormant vegetation. More than 40 wildfires were reported across eastern Oklahoma, and 8600 acres were burned. 1600 acres were burned in Pushmataha County, 1500 acres were burned in Latimer County, and 1500 acres were burned in LeFlore County. Luckily, no homes were destroyed."
12-Mar,"In 1961, tornadoes developed in northwest Arkansas. One of the tornadoes destroyed several homes and farm buildings in Franklin County, and there were 4 injuries. Another twister hit Carroll County at Panorama Point, destroying a drive-in cafe, a house, and several other buildings. 14 injuries were reported, and 5 cars were overturned. ^In 2006, a tornado outbreak occurred in northeast Oklahoma and northwest Arkansas. 20 people were injured and over 500 homes were damaged in Delaware County, OK and Benton County, AR."
13-Mar,"In 1922, a tornado hit the mining town of Gowan, OK in Latimer County. 10 people were killed, 50 were injured, and 19 homes were leveled. ^In 1990, severe thunderstorms developed and were part of a large tornado outbreak in the Plains (mainly west-central OK, KS, and NE). An F2 tornado hit 6 miles east of Slick, OK, destroying barns and causing $75,000 in damages. The storms also produced large hail, with teacup/large apple size hail near Beggs. Fort Gibson, Muskogee, and Grand Lake received wind damage the next morning."
14-Mar,"In 1999, heavy snow fell in northeast Oklahoma and northwest Arkansas due to a powerful upper level system that moved eastward along the Red River Valley. This storm was one of the most significant winter storms on record. Some areas, like Creek County, experienced a snow-burst that was associated with thunder and lightning, causing very high amounts of snow. As much as 16 inches of snow fell near Eureka Springs, AR, with 14 inches in Bristow, OK."
